Textbox9,Textbox12,Textbox14
03/11/2025,01/01/2024,12/31/2024

SiteID,County,City,DBA,Licensee,PremisesStreet,PremisesCityState,LicenseNumber,LicenseType,Status,IssueDate,EffectiveDate,ExpiryDate
5119,Fayette,Lexington,A P Suggins Bar And Grill,"ROMANY RESTAURANTS, INC.",345 Romany Rd,"Lexington, KY 40502",034-RS-2332,Special Sunday Retail Drink License,Active,05/13/2013,06/25/2013,08/31/2025
5119,Fayette,Lexington,A P Suggins Bar And Grill,"ROMANY RESTAURANTS, INC.",345 Romany Rd,"Lexington, KY 40502",034-NQ2-1002,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,08/31/2025
28033,Fayette,Lexington,Agave & Rye Epic Tacos,Agave & Rye Lexington LLC,3535 Nicholasville Rd,"Lexington, KY 40503",034-RS-5713,Special Sunday Retail Drink License,Active,06/17/2019,06/17/2019,11/30/2025
28033,Fayette,Lexington,Agave & Rye Epic Tacos,Agave & Rye Lexington LLC,3535 Nicholasville Rd,"Lexington, KY 40503",034-NQ2-3989,NQ2 Retail Drink License,Active,06/17/2019,06/17/2019,11/30/2025
19206,Fayette,Lexington,Agave and Rye,A&R Lexington Square LLC,123 N Broadway,"Lexington, KY 40507",034-RS-182986,Special Sunday Retail Drink License,Active,05/11/2021,05/11/2021,11/30/2025
19206,Fayette,Lexington,Agave and Rye,A&R Lexington Square LLC,123 N Broadway,"Lexington, KY 40507",034-NQ2-182985,NQ2 Retail Drink License,Active,05/11/2021,05/11/2021,11/30/2025
4347,Fayette,Lexington,Al's Bar,"Road Soda, LLC",601 N Limestone,"Lexington, KY 40508",034-LD-945,Quota Retail Drink License,Active,08/19/2019,08/19/2019,11/30/2025
4347,Fayette,Lexington,Al's Bar,"Road Soda, LLC",601 N Limestone,"Lexington, KY 40508",034-RS-5728,Special Sunday Retail Drink License,Active,08/19/2019,08/19/2019,11/30/2025
4347,Fayette,Lexington,Al's Bar,"Road Soda, LLC",601 N Limestone,"Lexington, KY 40508",034-NQ4-4537,NQ4 Retail Malt Beverage Drink License,Active,08/19/2019,08/19/2019,11/30/2025
4347,Fayette,Lexington,Al's Bar,"Road Soda, LLC",601 N Limestone,"Lexington, KY 40508",034-NQ-7551,NQ Retail Malt Beverage Package License,Active,08/19/2019,08/19/2019,11/30/2025
19358,Fayette,Lexington,ALDI,ALDI (INDIANA) L.P.,126 Rojay Dr,"Lexington, KY 40503",034-NQ-4087,NQ Retail Malt Beverage Package License,Active,07/18/2014,07/18/2014,08/31/2025
19363,Fayette,Lexington,ALDI,ALDI (INDIANA) L.P.,1509 Colesbury Cir,"Lexington, KY 40511",034-NQ-4088,NQ Retail Malt Beverage Package License,Active,07/18/2014,07/18/2014,08/31/2025
3578,Fayette,Lexington,Allens Food Mart,AH ENTERPRISES LLC,1918 Oxford Cir,"Lexington, KY 40504",034-NQ-5916,NQ Retail Malt Beverage Package License,Active,12/27/2016,12/27/2016,11/30/2025
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC",475 Angliana Ave,"Lexington, KY 40508",034-SP-160059,Sampling License,Active,02/27/2020,02/26/2020,08/31/2025
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC",475 Angliana Ave,"Lexington, KY 40508",034-MIC-125,Microbrewery License,Active,10/04/2018,10/04/2018,08/31/2025
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC",475 Angliana Ave,"Lexington, KY 40508",034-NQ2-160056,NQ2 Retail Drink License,Active,02/27/2020,02/26/2020,08/31/2025
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC",475 Angliana Ave,"Lexington, KY 40508",034-RS-160058,Special Sunday Retail Drink License,Active,02/27/2020,02/26/2020,08/31/2025
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC",475 Angliana Ave,"Lexington, KY 40508",034-NQ-7130,NQ Retail Malt Beverage Package License,Active,10/04/2018,10/04/2018,08/31/2025
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC",475 Angliana Ave,"Lexington, KY 40508",034-DTB-160057,Distiller's License - Class B,Active,02/27/2020,02/26/2020,08/31/2025
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC",475 Angliana Ave,"Lexington, KY 40508",034-SHL-200830,Direct Shipper License,Active,01/02/2024,01/02/2024,01/01/2026
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC",401 Cross St,"Lexington, KY 40508",034-MIC-124,Microbrewery License,Active,10/04/2018,10/04/2018,08/31/2025
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC",401 Cross St,"Lexington, KY 40508",034-DT-435,Distiller's License - Class A,Active,04/01/2011,04/01/2011,08/31/2025
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC",401 Cross St,"Lexington, KY 40508",034-NQ-7128,NQ Retail Malt Beverage Package License,Active,10/04/2018,10/04/2018,08/31/2025
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC",401 Cross St,"Lexington, KY 40508",034-SP-1960,Sampling License,Active,03/01/2019,02/28/2019,08/31/2025
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC",401 Cross St,"Lexington, KY 40508",034-SHL-200829,Direct Shipper License,Active,01/02/2024,01/02/2024,01/01/2026
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC",401 Cross St,"Lexington, KY 40508",034-RS-5602,Special Sunday Retail Drink License,Active,03/01/2019,02/28/2019,08/31/2025
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC",401 Cross St,"Lexington, KY 40508",034-NQ2-3918,NQ2 Retail Drink License,Active,03/01/2019,02/28/2019,08/31/2025
31761,Fayette,Lexington,American Legion Federal Post 313,"""FEDERAL POST NO. 313, THE AMERICAN LEGION, DEPARTMENT OF KENTUCKY, INC.""",1794 Bryan Station Rd,"Lexington, KY 40505",034-NQ3-185408,NQ3 Retail Drink License,Active,08/03/2021,08/03/2021,11/30/2025
5220,Fayette,Lexington,AMZ Tobacco Zone LLC,AMZ TOBACCO ZONE LLC,873 N Broadway,"Lexington, KY 40508",034-LP-1826,Quota Retail Package License,Active,02/10/2010,02/10/2010,11/30/2025
5220,Fayette,Lexington,AMZ Tobacco Zone LLC,AMZ TOBACCO ZONE LLC,873 N Broadway,"Lexington, KY 40508",034-NQ-2635,NQ Retail Malt Beverage Package License,Active,05/13/2013,06/25/2013,11/30/2025
1441,Fayette,Lexington,Andover BP,"JAY AMBE ENTERPRISES, INC.",3100 Mapleleaf Dr,"Lexington, KY 40509",034-NQ-2770,NQ Retail Malt Beverage Package License,Active,05/13/2013,06/25/2013,11/30/2025
38398,Fayette,Lexington,Angela Vineyards,"Angela Investments, LLC",700 E Main St,"Lexington, KY 40502",034-SFWOP-205871,Small Farm Winery Off-Premises Retail License,Active,10/17/2024,10/17/2024,11/30/2025
34742,Fayette,Lexington,Anniston Liquor Mart,Lexdbs LLC,1474 Anniston Dr,"Lexington, KY 40505",034-LP-204539,Quota Retail Package License,Active,07/25/2024,07/25/2024,11/30/2025
34742,Fayette,Lexington,Anniston Liquor Mart,Lexdbs LLC,1474 Anniston Dr,"Lexington, KY 40505",034-NQ-204538,NQ Retail Malt Beverage Package License,Active,07/25/2024,07/25/2024,11/30/2025
3266,Fayette,Lexington,Anniston Mini Mart,"Shiv Shambhu, LLC",1488 Anniston Dr,"Lexington, KY 40505",034-NQ-5746,NQ Retail Malt Beverage Package License,Active,09/28/2016,09/28/2016,11/30/2025
24823,Fayette,Lexington,Anthony Vince Nail Spa,Creation-By-Lam Inc.,122 Marion Ste 120,"Lexington, KY 40517",034-LD-159153,Quota Retail Drink License,Active,01/31/2020,01/31/2020,11/30/2025
24823,Fayette,Lexington,Anthony Vince Nail Spa,Creation-By-Lam Inc.,122 Marion Ste 120,"Lexington, KY 40517",034-RS-159155,Special Sunday Retail Drink License,Active,01/31/2020,01/31/2020,11/30/2025
24823,Fayette,Lexington,Anthony Vince Nail Spa,Creation-By-Lam Inc.,122 Marion Ste 120,"Lexington, KY 40517",034-NQ4-159154,NQ4 Retail Malt Beverage Drink License,Active,01/31/2020,01/31/2020,11/30/2025
38822,Fayette,Lexington,AP Liquors,AP Brothers LLC,1907 Versailles Rd Ste B1,"Lexington, KY 40504",034-SP-204405,Sampling License,Active,07/18/2024,07/18/2024,11/30/2025
38822,Fayette,Lexington,AP Liquors,AP Brothers LLC,1907 Versailles Rd Ste B1,"Lexington, KY 40504",034-LP-204404,Quota Retail Package License,Active,07/18/2024,07/18/2024,11/30/2025
38822,Fayette,Lexington,AP Liquors,AP Brothers LLC,1907 Versailles Rd Ste B1,"Lexington, KY 40504",034-NQ-204403,NQ Retail Malt Beverage Package License,Active,07/18/2024,07/18/2024,11/30/2025
28306,Fayette,Lexington,Apollo Pizza Meadowthorpe Taproom,"DANCING DAYS, LLC",1451 Leestown Rd,"Lexington, KY 40511",034-RS-5784,Special Sunday Retail Drink License,Active,07/25/2019,07/25/2019,11/30/2025
28306,Fayette,Lexington,Apollo Pizza Meadowthorpe Taproom,"DANCING DAYS, LLC",1451 Leestown Rd,"Lexington, KY 40511",034-NQ2-4039,NQ2 Retail Drink License,Active,07/25/2019,07/25/2019,11/30/2025
10786,Fayette,Lexington,Applebees Neighborhood Grill & Bar,RMH FRANCHISE CORPORATION,1761 Sharkey Way,"Lexington, KY 40511",034-RS-3596,Special Sunday Retail Drink License,Active,02/18/2014,02/18/2014,08/31/2025
10786,Fayette,Lexington,Applebees Neighborhood Grill & Bar,RMH FRANCHISE CORPORATION,1761 Sharkey Way,"Lexington, KY 40511",034-NQ2-2415,NQ2 Retail Drink License,Active,02/18/2014,02/18/2014,08/31/2025
22584,Fayette,Lexington,Aramark,"ARAMARK EDUCATIONAL SERVICES, LLC",1540 University Dr,"Lexington, KY 40506",034-CL-413,Caterer's License,Active,12/07/2015,12/07/2015,08/31/2025
22584,Fayette,Lexington,Aramark,"ARAMARK EDUCATIONAL SERVICES, LLC",1540 University Dr,"Lexington, KY 40506",034-NQ1-198440,NQ1 Retail Drink License,Active,08/10/2023,08/10/2023,08/31/2025
22584,Fayette,Lexington,Aramark,"ARAMARK EDUCATIONAL SERVICES, LLC",1540 University Dr,"Lexington, KY 40506",034-RS-4240,Special Sunday Retail Drink License,Active,12/07/2015,12/07/2015,08/31/2025
26136,Fayette,Lexington,"Aramark Educational Services, LLC","ARAMARK EDUCATIONAL SERVICES, LLC",160 Avenue Of Champions,"Lexington, KY 40526",034-RS-5205,Special Sunday Retail Drink License,Active,02/14/2019,02/14/2019,08/31/2025
26136,Fayette,Lexington,"Aramark Educational Services, LLC","ARAMARK EDUCATIONAL SERVICES, LLC",160 Avenue Of Champions,"Lexington, KY 40526",034-CL-531,Caterer's License,Active,02/14/2019,02/14/2019,08/31/2025
18042,Fayette,Lexington,Arcadium,"BUYTHEBARREL, LLC",574 N Limestone,"Lexington, KY 40508",034-LD-1807,Quota Retail Drink License,Active,10/31/2012,11/01/2012,11/30/2025
18042,Fayette,Lexington,Arcadium,"BUYTHEBARREL, LLC",574 N Limestone,"Lexington, KY 40508",034-RS-2174,Special Sunday Retail Drink License,Active,10/31/2012,11/01/2012,11/30/2025
18042,Fayette,Lexington,Arcadium,"BUYTHEBARREL, LLC",574 N Limestone,"Lexington, KY 40508",034-NQ4-2298,NQ4 Retail Malt Beverage Drink License,Active,05/13/2013,06/25/2013,11/30/2025
18048,Fayette,Lexington,ARCHA NINE THAI KITCHEN,ARCHA 9 GROUP LLC,4371 Old Harrodsburg Rd Ste 160,"Lexington, KY 40513",034-NQ2-198033,NQ2 Retail Drink License,Active,07/18/2023,07/18/2023,11/30/2025
18048,Fayette,Lexington,ARCHA NINE THAI KITCHEN,ARCHA 9 GROUP LLC,4371 Old Harrodsburg Rd Ste 160,"Lexington, KY 40513",034-RS-198034,Special Sunday Retail Drink License,Active,07/18/2023,07/18/2023,11/30/2025
13413,Fayette,Lexington,Archa Nine Thai Kitchen,"YOU-WE 168, LLC",162 Old Todds Rd Ste 110,"Lexington, KY 40509",034-NQ2-3147,NQ2 Retail Drink License,Active,10/10/2016,10/10/2016,11/30/2025
13413,Fayette,Lexington,Archa Nine Thai Kitchen,"YOU-WE 168, LLC",162 Old Todds Rd Ste 110,"Lexington, KY 40509",034-RS-4605,Special Sunday Retail Drink License,Active,10/10/2016,10/10/2016,11/30/2025
4847,Fayette,Lexington,Arirang Gardens,"DONOHO RESTAURANT, LLC",109 Mount Tabor Rd,"Lexington, KY 40517",034-NQ2-1486,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
5669,Fayette,Lexington,ASIAN WIND,"LONG HUA 3, Inc.",3735 Palomar Centre Dr Ste 40,"Lexington, KY 40513",034-NQ2-199571,NQ2 Retail Drink License,Active,10/13/2023,10/13/2023,11/30/2025
5669,Fayette,Lexington,ASIAN WIND,"LONG HUA 3, Inc.",3735 Palomar Centre Dr Ste 40,"Lexington, KY 40513",034-RS-199572,Special Sunday Retail Drink License,Active,10/13/2023,10/13/2023,11/30/2025
6345,Fayette,Lexington,Austin City Saloon,KILLER B. LLC,2350 Woodhill Dr Ste 100,"Lexington, KY 40509",034-SB-1564,Supplemental Bar License,Active,11/30/2015,12/01/2015,11/30/2025
6345,Fayette,Lexington,Austin City Saloon,KILLER B. LLC,2350 Woodhill Dr Ste 100,"Lexington, KY 40509",034-LD-858,Quota Retail Drink License,Active,11/30/2015,12/01/2015,11/30/2025
6345,Fayette,Lexington,Austin City Saloon,KILLER B. LLC,2350 Woodhill Dr Ste 100,"Lexington, KY 40509",034-RS-4224,Special Sunday Retail Drink License,Active,11/30/2015,12/01/2015,11/30/2025
6345,Fayette,Lexington,Austin City Saloon,KILLER B. LLC,2350 Woodhill Dr Ste 100,"Lexington, KY 40509",034-NQ4-3421,NQ4 Retail Malt Beverage Drink License,Active,11/30/2015,12/01/2015,11/30/2025
37306,Fayette,Lexington,Avalon Transport LLC,AVALON TRANSPORT LLC,836 Euclid Ave Ste 311,"Lexington, KY 40502",034-TPL-197905,Transporter's License,Active,07/11/2023,07/11/2023,12/31/2025
35125,Fayette,Lexington,Averitt Express,"AVERITT EXPRESS, INC.",1901 Jaggie Fox Way,"Lexington, KY 40511",034-DSWS-191695,Distilled Spirits and Wine Storage License,Active,07/27/2022,07/27/2022,08/31/2025
1429,Fayette,Lexington,Avon Mart,ISSA'S LLC,5693 Briar Hill Rd,"Lexington, KY 40516",034-NQ-2327,NQ Retail Malt Beverage Package License,Active,05/13/2013,06/25/2013,11/30/2025
11001,Fayette,Lexington,Azur,"ABCF & M, LLC",3070 Lakecrest Cir Ste 550,"Lexington, KY 40513",034-RS-2744,Special Sunday Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
11001,Fayette,Lexington,Azur,"ABCF & M, LLC",3070 Lakecrest Cir Ste 550,"Lexington, KY 40513",034-NQ2-1468,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
14314,Fayette,Lexington,B.C. Roosters,Lexington Roosters LLC,124 Marketplace Dr,"Lexington, KY 40503",034-NQ2-1892,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
14314,Fayette,Lexington,B.C. Roosters,Lexington Roosters LLC,124 Marketplace Dr,"Lexington, KY 40503",034-RS-2026,Special Sunday Retail Drink License,Active,11/10/2011,11/10/2011,11/30/2025
4764,Fayette,Lexington,B.C. Roosters,Richmond Rd. Chicken Coop LLC,2640 Richmond Rd,"Lexington, KY 40509",034-RS-182721,Special Sunday Retail Drink License,Active,05/04/2021,05/04/2021,11/30/2025
4764,Fayette,Lexington,B.C. Roosters,Richmond Rd. Chicken Coop LLC,2640 Richmond Rd,"Lexington, KY 40509",034-NQ2-182720,NQ2 Retail Drink License,Active,05/04/2021,05/04/2021,11/30/2025
9476,Fayette,Lexington,Backstretch Bar & Grill,Davis & Sons LLC,1784 Bryan Station Rd,"Lexington, KY 40505",034-NQ4-2325,NQ4 Retail Malt Beverage Drink License,Active,05/13/2013,06/25/2013,11/30/2025
9476,Fayette,Lexington,Backstretch Bar & Grill,Davis & Sons LLC,1784 Bryan Station Rd,"Lexington, KY 40505",034-RS-2201,Special Sunday Retail Drink License,Active,11/30/2012,12/01/2012,11/30/2025
9476,Fayette,Lexington,Backstretch Bar & Grill,Davis & Sons LLC,1784 Bryan Station Rd,"Lexington, KY 40505",034-LD-2143,Quota Retail Drink License,Active,11/30/2012,12/01/2012,11/30/2025
29514,Fayette,LEXINGTON,bandido taqueria mexicana,"ESLORE, LLC",535 S Upper St Ste 145,"LEXINGTON, KY 40508",034-NQ4-188747,NQ4 Retail Malt Beverage Drink License,Active,02/08/2022,02/08/2022,11/30/2025
38323,Fayette,Lexington,Bang-A-Chain,Bang A Chain LLC,148 W Tiverton Way Ste 120,"Lexington, KY 40503",034-NQ-202424,NQ Retail Malt Beverage Package License,Active,03/26/2024,03/26/2024,11/30/2025
38323,Fayette,Lexington,Bang-A-Chain,Bang A Chain LLC,148 W Tiverton Way Ste 120,"Lexington, KY 40503",034-NQ4-202425,NQ4 Retail Malt Beverage Drink License,Active,03/26/2024,03/26/2024,11/30/2025
4897,Fayette,Lexington,Bangkok House,"BANGKOK HOUSE, INC.",275 Euclid Ave,"Lexington, KY 40508",034-NQ4-4069,NQ4 Retail Malt Beverage Drink License,Active,01/26/2018,01/26/2018,11/30/2025
5381,Fayette,Lexington,Banners,"HOME RUN, LLC",3650 Boston Rd Ste A,"Lexington, KY 40514",034-LP-2515,Quota Retail Package License,Active,04/04/2019,04/04/2019,11/30/2025
5381,Fayette,Lexington,Banners,"HOME RUN, LLC",3650 Boston Rd Ste A,"Lexington, KY 40514",034-NQ2-3940,NQ2 Retail Drink License,Active,04/04/2019,04/04/2019,11/30/2025
5381,Fayette,Lexington,Banners,"HOME RUN, LLC",3650 Boston Rd Ste A,"Lexington, KY 40514",034-RS-5642,Special Sunday Retail Drink License,Active,04/04/2019,04/04/2019,11/30/2025
5381,Fayette,Lexington,Banners,"HOME RUN, LLC",3650 Boston Rd Ste A,"Lexington, KY 40514",034-NQ-7453,NQ Retail Malt Beverage Package License,Active,04/04/2019,04/04/2019,11/30/2025
24419,Fayette,Lexington,Bar Ona,Church Street L.L.C.,108 Church St,"Lexington, KY 40507",034-RS-4719,Special Sunday Retail Drink License,Active,04/03/2017,04/03/2017,11/30/2025
24419,Fayette,Lexington,Bar Ona,Church Street L.L.C.,108 Church St,"Lexington, KY 40507",034-LD-1855,Quota Retail Drink License,Active,04/03/2017,04/03/2017,11/30/2025
24419,Fayette,Lexington,Bar Ona,Church Street L.L.C.,108 Church St,"Lexington, KY 40507",034-NQ4-3782,NQ4 Retail Malt Beverage Drink License,Active,04/03/2017,04/03/2017,11/30/2025
13575,Fayette,Lexington,Barrel House Distilling Company,"WOODSHED BEVERAGE, LLC",1200 Manchester St Bldg 9,"Lexington, KY 40508",034-DTB-18,Distiller's License - Class B,Active,12/11/2014,12/11/2014,11/30/2025
13575,Fayette,Lexington,Barrel House Distilling Company,"WOODSHED BEVERAGE, LLC",1200 Manchester St Bldg 9,"Lexington, KY 40508",034-RS-195215,Special Sunday Retail Drink License,Active,02/17/2023,02/17/2023,11/30/2025
13575,Fayette,Lexington,Barrel House Distilling Company,"WOODSHED BEVERAGE, LLC",1200 Manchester St Bldg 9,"Lexington, KY 40508",034-NQ2-3403,NQ2 Retail Drink License,Active,07/10/2017,06/29/2017,11/30/2025
13575,Fayette,Lexington,Barrel House Distilling Company,"WOODSHED BEVERAGE, LLC",1200 Manchester St Bldg 9,"Lexington, KY 40508",034-SP-1188,Sampling License,Active,05/13/2013,06/25/2013,11/30/2025
13575,Fayette,Lexington,Barrel House Distilling Company,"WOODSHED BEVERAGE, LLC",1200 Manchester St Bldg 9,"Lexington, KY 40508",034-VDSL-204963,Vintage Distilled Spirits License,Active,08/22/2024,08/22/2024,11/30/2025
37234,Fayette,Lexington,Barzelona Lex,TSAAV LLC,4371 Old Harrodsburg Rd Ste 105,"Lexington, KY 40513",034-NQ2-199214,NQ2 Retail Drink License,Active,09/22/2023,09/22/2023,11/30/2025
34296,Fayette,Lexington,Battle Axes Entertainment,"BATTLE AXES, LLC",164 Turner Commons Way Ste 110,"Lexington, KY 40511",034-NQ4-190805,NQ4 Retail Malt Beverage Drink License,Active,06/04/2022,06/04/2022,11/30/2025
34296,Fayette,Lexington,Battle Axes Entertainment,"BATTLE AXES, LLC",164 Turner Commons Way Ste 110,"Lexington, KY 40511",034-LD-190806,Quota Retail Drink License,Active,06/04/2022,06/04/2022,11/30/2025
34296,Fayette,Lexington,Battle Axes Entertainment,"BATTLE AXES, LLC",164 Turner Commons Way Ste 110,"Lexington, KY 40511",034-RS-190807,Special Sunday Retail Drink License,Active,06/04/2022,06/04/2022,11/30/2025
12222,Fayette,Lexington,Bd's Mongolian Grill,LEXINGTON MONGOS LLC,2309 Sir Barton Way,"Lexington, KY 40509",034-NQ2-1519,NQ2 Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
12222,Fayette,Lexington,Bd's Mongolian Grill,LEXINGTON MONGOS LLC,2309 Sir Barton Way,"Lexington, KY 40509",034-RS-2836,Special Sunday Retail Drink License,Active,05/13/2013,06/25/2013,11/30/2025
3769,Fayette,Lexington,Bear & The Butcher,"BEHR ENTERPRISES, INC.",815 Euclid Ave,"Lexington, KY 40502",034-NQ2-3338,NQ2 Retail Drink License,Active,08/23/2017,08/23/2017,11/30/2025
3769,Fayette,Lexington,Bear & The Butcher,"BEHR ENTERPRISES, INC.",815 Euclid Ave,"Lexington, KY 40502",034-RS-4939,Special Sunday Retail Drink License,Active,08/23/2017,08/23/2017,11/30/2025
3769,Fayette,Lexington,Bear & The Butcher,"BEHR ENTERPRISES, INC.",815 Euclid Ave,"Lexington, KY 40502",034-SB-1677,Supplemental Bar License,Active,08/23/2017,08/23/2017,11/30/2025
36613,Fayette,Lexington,Beau's  Cafe,"Greenhouse Eateries, LLC",3191 Beaumont Centre Cir Ste 140,"Lexington, KY 40513",034-NQ2-199860,NQ2 Retail Drink License,Active,10/27/2023,10/27/2023,11/30/2025
36613,Fayette,Lexington,Beau's  Cafe,"Greenhouse Eateries, LLC",3191 Beaumont Centre Cir Ste 140,"Lexington, KY 40513",034-RS-199861,Special Sunday Retail Drink License,Active,10/27/2023,10/27/2023,11/30/2025
5827,Fayette,Lexington,Beaumont Bar & Grill,"COPLON BEAUMONT, LLC",3070 Lakecrest Cir Ste 625,"Lexington, KY 40513",034-LD-1421,Quota Retail Drink License,Active,02/03/2011,02/02/2011,11/30/2025
5827,Fayette,Lexington,Beaumont Bar & Grill,"COPLON BEAUMONT, LLC",3070 Lakecrest Cir Ste 625,"Lexington, KY 40513",034-RS-1929,Special Sunday Retail Drink License,Active,02/03/2011,02/02/2011,11/30/2025
